key,11,13
2162800,Great Gubal Library,"A massive library constructed by the Sharlayans to house the wealth of knowledge they had amassed in their travels across the realm. Though the vast majority of the tomes that once lined its shelves were carried back to the motherland in the exodus, it is said forbidden texts still slumber in sealed-off vaults below."
2162801,The Orn Wild,"A primeval forest that stretches across the northern reaches of the Dravanian hinterlands, its rich verdure sustained by the pristine waters of the Thaliak. Nigh untouched by the hand of man, its wilds stand between those who would make their way to Sharlayan without braving a trek across the forelands."
2162802,Saint Mocianne's Arboretum,"This botanical garden built by the Sharlayans once was home to fauna and flora collected from across the realm, the study of which yielded numerous discoveries regarding our natural world. Sadly, it was abandoned in the exodus, the teeming life within left to run wild and unchecked."
2162803,The <hex:021A020203>Gration<hex:021A020103>,"Flagship of the VIth Legion of the Garlean Empire, of the same make as the fallen <hex:021A020203>Agrius<hex:021A020103>. It now lies grounded, its ceruleum engines sealed in aetheric ice by the hand of Shiva, Lady of Frost."
2162804,The Fractal Continuum,"A mighty warship converted to a museum, intended to preserve for eternity precious artifacts from the thousand-year history of the Allagan Empire. From everyday tools to advanced military technology, the objects within are a testament to the fallen civilization's surpassing might and prosperity."
2162805,Antithesis,"Home to Tiamat, great wyrm of Midgardsormr's first brood, who fell to and was imprisoned by the Allagans. Even now, she laments her fateful decision to summon her brood-brother Bahamut back as a primal to aid her in her struggle."
2162806,Aetherochemical Research Facility,"An ancient Allagan research facility, wherein studies in restraining dragons and mastering primals were conducted. Test subjects from failed experiments prowl its long-since-abandoned halls."
2162807,Helix,"A massive port of sorts that stands among the wastes of Azys Lla. As the guidance node tells it, it was one of the few imperial landings massive enough to house Ragnarok-class internment hulks. It would seem the docking rings that remain are but a fraction of those that stood in bygone days."
2162808,Quarantine Block,This floating islet in a lonely corner of Azys Lla served as an isolation area for chimerical creations which failed to meet established safety parameters. Historical records indicate that the facility began its life as a research center for advanced agricultural crossbreeding.
2162809,Recombination Labs,"This Allagan research facility gave birth to countless numbers of chimerical creations. Though the guidance system is quick to assure all visitors that the good behavior of the creatures born here was─at least at one point─guaranteed, recent visitors may find themselves having doubts."
2162810,The Pike,"A monumental stone sculpture carved in the likeness of Haldrath, the first Azure Dragoon. The stonemason Percelle devoted thirty of her later years chiseling the piece, and it has stood for more than 150 years since. Even today, one cannot find a more stirring tribute to one of Ishgard's founding fathers."
2162811,Black Iron Bridge,"This testament to the skill of House Dzemael's artisans serves the main road stretching from the capital to the Dusk Vigil. Although built primarily of solid stone, the bridge was named for its suspended metal chains, wrought from black iron impervious to the blazing temperatures of a dragon's exhalation."
2162812,Dragonspit,"Said to be as scalding as a wyrm's breath, Dragonspit is a colorful analogy for the hot springs nestled between the cliffs near the Slate Mountains. Local wildlife has long been attracted to the warmth of the natural thermal pools, and their numbers have only increased following the advent of the long winter. The steaming springs are also frequented by Ishgardian knights, who laud them for their supposed healing properties.  "
2162813,The Slate Mountains,"These mountains on the outskirts of Ishgard were valued as a mining site for slate of exceptional quality. Three years past, the knights of House Dzemael attempted to carve an Ishgardian stronghold into the cliffs, enraging the dragon Cuelebre and his followers. Remnants of the gruesome battle that followed still lie scattered about the crags, unable to decay in the chilled altitude."
2162814,Whilom River,"When asked to explain the origin of its name, the local hunters usually say that while the river courses with tranquility in the present day, it once ran scarlet with the blood of the Dravanians and their foes. Those who fraternize with the dragons refute this interpretation, asserting instead that the river is symbolic of the passage of time since the sorrowful parting of paths between man and dragon.   "
2162815,Loth ast Vath,"Cast out from the main colony, a minority of Gnath known as the Nonmind built Loth ast Vath as a sanctuary for other exiles. The word “Vath” is derogatory in the Gnathic tongue, referring to those who can no longer link their thoughts to the Overmind. Possessed of individual personalities unlike their Onemind brothers, the Vath learn to live with each other's differing thoughts in the makeshift colony."
2162816,The Hissing Cobbles,"The remaining fragment of a forgotten highway, the Hissing Cobbles have been molded by the inexorable march of time, its neatly arranged grids of stone fading into earth and dust. The hunters of Tailfeather bitterly call it such as many a tracked quarry have escaped, startled by the hissing sound of boots grating on loose gravel."
2162817,The Danneroad ,"This road leading to Anyx Trine was originally called Dran Errn, which roughly translates to “the path of dragon and man.” Due to the difficult pronunciation, the road became known as the Danneroad over time, and its profound meaning was forgotten by all but the Dravanians."
2162818,Statue of the Unsung,"A solitary statue of a dragon in the southeastern corner of the Churning Mists. While it is difficult to ascertain the circumstances which led to its creation, the sculpture's foundation bears a weathered inscription in an early script which reads “along with the memory of thine heroic sapphire wings.”"
2162819,Landlord Colony,"The many dwellings here show evidence of extensive damage, likely the work of a furious Nidhogg following the betrayal of man. The moogles tell that the ruins were once home to the “lords of the lower lands,” although their history was lost in the great wyrm's wrath."
2162820,The Old Father,The moogles consider this ancient tree to be the forebearer of all flora in the Churning Mists. They believe that the Father bore witness to a time before man and dragon descended into their millennium of bloodshed. 
2162821,Coldwind,"When the Rose Knights first came to the Sea of Clouds and treated with the Zundu, they asked the chieftain what he called this islet floating northwest of Ok' Zundu, to which he responded “small island beneath which cold winds of Coerthas ever blow.” For the sake of brevity, the knights simply called it Coldwind."
2162822,The Shattered Back,The strong seasonal winds from the north have carved the crags of this floating isle into their unique shapes. The knights of Ishgard called it the Shattered Back for its ominous resemblance to the gnarled rib bones of a great beast.
2162823,Provenance,"When Ser Marielle was appointed to the Rose Knights of Camp Cloudtop, she spotted this heart-shaped island atop the deck of her airship bound for post. It reminded the knight of a place of provenance where two lovers would begin their journey together, and the island was named thus."
2162824,The Sage's Cataract,"As the Thaliak River stretches north towards the Orn Wild, it spills over this grand waterfall. In the past, students would compete to see who could swim closest to the cataract's edge without succumbing to its powerful torrents. A ban on entering the waters was eventually imposed after too many accidents."
2162825,The Path of Knowing,"This colossal bridge was once a bustling artery for researchers, students, and curators commuting to and from the Great Gubal Library. Its stone pillars suffered significant damage when the Calamity reshaped the land, causing a portion of the walkway to crumble and collapse."
2162826,The Daggers,"An area of the hinterlands where clusters of stone columns shaped like daggers protrude from the earth. The scholars of Sharlayan had long been engulfed in a heated debate over whether the name was too simple and colloquial, but a different one was never decided upon as the proposals began to exceed the columns in number."
2162827,Centrifugal Crystal Engine,This seemingly indefatigable engine harnessed the power of the imprisoned Warring Triad to transmute the life force of chimera experiments into synthetic crystal. These manufactured shards would then be used to fuel the cultivation of the chimeras as part of research into the possibility of obtaining limitless power. 
2162828,Biomass Incubation Complex,"A research facility dedicated to chimera splicing experiments. Its construction was prompted by “imaginative requests” from the Allagan Research Council and related institutes, leading to the cultivation of all manner of living prototypes. The Mutagenesis nearby serves as an annex to the complex."
2162829,The Cathedral,"A cathedral designed in a distinct Meracydian style.  The architecture suggests a place of worship by a tribe of treelike beings who believed themselves “remnants” of Sephirot. To research the link between faith and primal summoning, the Allagans moved the ancient structure to Azys Lla from its original location on the southern continent."
2162830,Castellum Velodyna,"Built upon the bridge over the Velodyna River, this imperial fortification serves as a critical waypoint for supplies, connecting the many military installations to the east with Baelsar's Wall to the west. Rising sky-high from the center is a great tower that provides moorage for airships."
2162831,Gyr Kehim,"A monastery established some three centuries ago by Heimart, high priest of the Fist of Rhalgr. In the ancient Mhachi language, the name means “one's mirage”─a reference to the arduous training that monks underwent to face their inner self in their quest to master both body and mind."
2162832,Schism,"In a time out of mind, seeking to approach the sublimity of Rhalgr, a man began pummeling a mountain with his fists. After decades of nigh ceaseless striking, he succeeded in forming a great cavern in the mountain. This nameless soul is revered as the first monk of the Fist of Rhalgr, and the temple was later built here, within the hollow he had created."
2162833,Castrum Oriens,"This Garlean stronghold has its beginnings as the construction base for Baelsar's Wall. Following the Seventh Umbral Calamity, it was expanded to become a fully fledged castrum for the Black Wolf's renewed invasion efforts. Nowadays, it is held by the Order of the Twin Adder and jointly garrisoned by Alliance forces."
2162834,Dimwold,"A gloomy forest occupying the southern expanse of East End. Drenched by the waters of Timmon Beck and numerous subterranean springs, the air beneath the boughs is laden with moisture, giving rise to a constant veil of light-smothering mist."
2162835,Djanan Qhat,"A distinctive castle of clay built by the Ananta, housing within its depths a shrine to the goddess Lakshmi, Lady of Bliss. For this reason it was given its name, which means “mother's bed” in the Ananta tongue. At present it is occupied by the dominant Qalyana tribe."
2162836,The Peering Stones,"The village of the M tribe, perched high atop a crag. Its position affords residents a commanding view of their entire territory, and neither trespasser nor prey may pass through unnoticed. As the Garleans deem hunting cultures savage, however, imperial rule has proven harder upon them than most."
2162837,Hidden Tear,"A shrine for honoring the departed, backed by a waterfall whose constant roaring muffles one's sobs and whose spraying hides one's tears. Under imperial rule, however, religious rites were outlawed, and for a long time people could not hold even the simplest services to remember loved ones."
2162838,Coldhearth,"Tucked away in a forgotten corner of the Peaks, this sleepy hamlet is known for producing mercenaries, a tradition that was born out of necessity. With its lands yielding precious little bounty, youths took to leaving hearth and home behind to trade their sword arms for coin, most notable among them being Raubahn Aldynn, the Bull of Ala Mhigo."
2162839,<hex:021A020203>Nyunkrepf's Hope<hex:021A020103>,"When the Sixth Umbral Calamity befell Eorzea and the realm was transformed into a sea, this great vessel, built by a man hailing far from the north named Nyunkrepf, saved full many lives. Having taken aboard countless souls drifting in the floodwaters, it was finally transported by magicks to its current resting place."
2162840,Ala Gannha,"Situated in the Peak's northern reaches, this village once flourished through its quarry, the beautiful stone sourced and cut here used to build no lesser a structure than the Royal Palace of Ala Mhigo. Such prosperous days, however, have become but a memory, and the villagers are faced with the harsh realities of a failing industry."
2162841,Specula Imperatoris,"After claiming Gyr Abania for its own, the Empire erected this monstrous tower in order to maintain watch over the region. A communications spire was later added in preparation for the next phase of the Eorzean invasion, followed by an energy spire for activating the Ultima Weapon."
2162842,The Arms of Meed,"Cleanse your mind, hone your flesh, redeem your soul─so teaches the Fist of Rhalgr. The temple was built in accordance with this belief, that those who have committed wrongs might atone for their sins. Seven years of grueling training here will earn you the Destroyer's forgiveness no matter the weight of your crime."
2162843,The Ziggurat,"The Sixth Umbral Calamity wreaked havoc upon the realm's aetherial flow, giving rise to unstable weather patterns. Desiring to correct the disturbance, descendants of the Amdapori and the Mhachi set aside past differences and came together to build the Ziggurat, which served as a weight to still the land's writhing currents of aether."
2162844,Emprise,"In the past, monks who completed their training at the Temple of the Fist were honored in a ceremony held in this hallowed cloister. Once alive with activity, thronging with monks and pilgrims alike, it was laid to waste at the mad king's command and is now home to naught but ghosts of the past."
2162845,Ala Mhigo,"Having conquered all the lands of Gyr Abania, King Anshelm ordered the construction of a fortress city that would serve to repel invaders from Ilsabard. Completed in the year 1135 of the Sixth Astral Era, it stood as a symbol of defiance until it fell to the Empire, whereupon it became a symbol of oppression."
2162846,The Ala Mhigan Quarter,"A residential area situated to the south of Ala Mhigo, built to accommodate the city's growing population. As the newest district to be added, it is a considerable distance from the Royal Palace, and was expected to become an enclave for the less well-to-do. Under Garlean rule, it more or less retained that status, serving to quarter the Aan─those without citizenship."
2162847,Sothwatch,"A watchtower erected to guard against invaders that may emerge from the cloudy expanses to the south. In the event of a threat, a flaming arrow is loosed from the top to alert those in the city. The Garleans saw no use for it, however, and it has stood empty in the years following Ala Mhigo's fall."
2162848,The Divine Audience,"A magnificent altar fashioned in the form of a stairway extending high above Loch Seld, at the top of which worshipers may come face–to–face with the statue of the Destroyer. Formerly a place of piety, it earned a bloody reputation when the mad king Theodoric took to using it as an execution site."
2162849,The Hidden Tunnel,"In order to supply Ala Mhigo with potable water, brine was channeled from Loch Seld to be distilled. With the Empire's arrival, however, existing techniques were replaced with magitek-based filtration systems, and the well was rendered obsolete and abandoned."
2162850,Porta Praetoria,"Formerly a checkpoint along the main highroad to Ala Mhigo, it was incorporated into the newly constructed Castrum Abania. Prior to the Garlean invasion, the area bustled with merchants bound for the Near East, but mercantile endeavors have since given way to military ones."
2162851,The Sekiseigumi Barracks,"An unassuming space leading to the Sekiseigumi Barracks, the headquarters of Kugane's peacekeeping force. Off-duty Sekiseigumi members are often seen relaxing at the nearby teahouse, and if you tilt your head up, you can take in the unashamedly grandiose main gates of Kugane Castle."
2162852,Bokairo Inn,"An inn with sweeping ocean views, famed for the healing properties of its hot springs. The public baths of Hingashi are largely mixed gender, and it is customary to bathe naked. But in a trading hub such as Kugane, where folk of myriad cultures and creeds mingle, one is expected to don not one's nameday but bathing suit."
2162853,Kogane Dori,"Meaning “gold” in ancient Hingan, Kugane is a port where golden fortunes are made, and it is on this bustling street that merchants earn lesser fortunes, or “kogane.” From foreign wares to local specialties, there is something to suit every taste. Those who have had their fill of the markets may also find amusement at the renowned Mujikoza theater."
2162854,Kogane Alleyways,"This quiet canal-side lane offers a splendid view of the Tasogare Bridge, built in the distinctive arched style of the Far East. Just beyond lies Kugane Ofunakura, where vessels that sail the seas are made, above which rises the airship tower, where vessels that soar the skies are moored."
2162855,Shiokaze Hostelry,"A towering tavern─the largest in Kugane─favored by local merchants and dockworkers and foreign visitors alike. Guests can indulge in Far Eastern cuisine made with the freshest seafood while sipping on fine rice wine imported from Koshu, the main island of Hingashi."
2162856,Tamamizu,"An underwater village founded by the peaceful Kojin of the Blue. Though the Kojin are able to survive for long periods without air, they do not possess gills like the Sahagin. So it was that they developed magicks that allowed them to create an immense bubble of air within which to dwell."
2162857,Shoal Rock,"One of many isles that pepper the Ruby Sea, hemmed in to the north by a circular formation of enormous coral whereupon the Confederacy established an outpost. According to Hingan historians, the isle was formed of magma that spewed forth from Hells' Lid."
2162858,Heaven-on-High,"A slender tower of stone stacked to impossible heights, seemingly piercing the very heavens. Aside from a Far Eastern myth that attributes its creation to the kami, little is known about the structure. During a time of war, audacious pirates of the Confederacy made landfall and claimed the spot for their own."
2162859,Sakazuki,"Its name meaning “goblet,” this island is said to be the birthplace of the Confederacy, where rival pirates first toasted as brothers and pledged themselves to a common cause. Today it remains an important outpost, constantly garrisoned by sharp-eyed guards who keep watch for vessels that sail the Ruby Sea."
2162860,The Isle of Zekki,"So named as the home of a fearsome fiend, even the Kojin of the Red, who have long dwelled here, came to know the isle by this moniker. An island in truth in the distant past, it was joined to the mainland by magma over the course of multiple volcanic eruptions."
2162861,Isari,"A small fishing village situated on the eastern coastline of Othard, its name a reference to its livelihood. For a time the Confederacy had something of a presence here, operating out of a little shack and collecting its Ruby Tithe."
2162862,The Swallow's Compass,"Enshrined within this tomb, his likeness carved on an imposing scale into the cliffside, is the person of Ganen, the great general who united the warring clans of Yanxia to arise as the first king of Doma. A skilled swordsman and mage both, he is credited as the founding father of Doman geomancy."
2162863,Castrum Fluminis,"Established twenty-five years ago as an advance post for the invasion of Doma, the castrum served for a time afterwards as an administrative center for the imperial occupation. As repairs on Doma Castle progressed, its occupants relocated to the city, abandoning it to nature."
2162864,Namai,"A village situated amidst the mountains of the Gensui Chain, named for the local word for the aquatic arrowhead plant, an allusion to its long history in rice farming. The arrival of the Empire placed this lifestyle under siege, but through perseverance the villagers continue to hold on to their ways."
2162865,Prism Lake,"An enigmatic lake carved out in steps, whose waters have taken on the colors of the rainbow. Scholars attribute its beautiful coloration to the rich and exposed deposits of high-purity crystals in the area, while legend tells of an angelic being who fashioned a bridge of rainbow for her mortal lover."
2162866,Doma Castle,"The seat of power in the nation of Doma, whose dominion encompassed the entirety of Yanxia. The crag-top site was chosen in order to control the One River, an artery of trade and transport and a vital source of water in the region. Under imperial rule, it was made into a viceroyalty and its military capabilities were greatly expanded."
2162867,Dairyu Moon Gates,"Built into natural rock with openings fashioned in the shape of a full moon, this series of colossal portals regulate traffic upon the One River. The Empire, desiring to exert greater control, further added magitek field generators."
2162868,Yuzuka Manor,"For generations, the lords of the Yuzuka family faithfully served the Doman monarchy as governors of One River settlements, and this was their dwelling. Razed during the rebellion, a clan of Namazu has since taken up residence."
2162869,Ceol Aen,"A cluster of ancient stone pillars located near Bardam's Mettle, upon each of which the songs of the peoples of the Steppe are graven. Although the pillars' placement may appear haphazard, when the wind blows through them, they are said to come alive with melodies from ages past."
2162870,Dotharl Khaa,"In the language of the Steppe, “khaa” means a spring, and the Dotharl tribe has laid claim to this particular one. It is a rare oasis in the deathly dry climes of the Nhaama Desert, and travelers are strongly advised to replenish their water supplies ere they continue on."
2162871,The Dusk Throne,"A grand monument marking the sacred site where Nhaama, goddess of the moon, is said to have created a corporeal form of herself and become the Dusk Mother. The sands of time, however, have ever disdained the works of men, and for all its prodigious size, the desert is threatening to swallow it up."
2162872,Reunion,"Once a united people, the Xaela were divided into over fifty disparate tribes, but by gathering here they may be as one once more. Such was the hope of the Qestir when they founded this hub of trade. Nowadays, in addition to all the peoples of the Steppe, merchants from foreign lands may be seen here as well."
2162873,Chakha Zoh,Resting within this shrine are the bones of a revered Xaela woman who fearlessly faced a monstrous dragon in order to protect her people. It is customary for tribes that triumph at the Naadam to come here to make an offering.
2162874,The Dawn Throne,"A grand monument marking the sacred site where Azim, god of the sun, is said to have created a corporeal form of himself and become the Dawn Father. Tended and improved over the years by the Steppe's most powerful tribes, it now rests upon the waters of Azim Khaat and is crowned by a magnificent palace."
2162875,The Destroyer,"Over the course of centuries, disciples of the Fist of Rhalgr worked away at the rocky cliff, carving it back to create this colossal image of the Destroyer. By virtue of its size, it is said to have stood defiant through the mad king's savage attack on the temple, and stands defiant to this day."
2162876,Bloodstorm,"Set at the feet of the Destroyer, this monument enshrines in stone the words of a high priest of the Fist of Rhalgr:<hex:02100103><hex:021A020203>A storm of blood approaches fast,<hex:02100103>Hells open, Heavens weep.<hex:02100103>For no one soul doth lie beyond<hex:02100103>The measure of His Reach.<hex:021A020103>"
2162877,The Yawn,"Writhing with a mysterious pink substance, this cavernous hollow was torn from the earth during the titanic struggle between Omega and Shinryu. In a bid to bring down its steely foe, the primal unleashed a beam of all-consuming light from its maw, the slightest veering of which could have been disastrous for the nearby M tribe village."
2162878,Ala Ghiri,"Situated along the highroad connecting Ala Mhigo to the rest of Aldenard, Ala Ghiri once served as a trade hub and a vital waypoint for overland trade with the East. Under imperial rule, that trade came to focus upon catering to the needs of the occupation force."
2162879,Specula Imperatoris #2,"Its name meaning “the Emperor's watchtower,” this forbidding military installation is situated at the heart of the mountainous Peaks region. For long years it has cast its menacing shadow over the land and people's hearts both, dominating the skyline as an ever-present reminder of imperial rule."
2162880,The Sunken Destroyer,"This image of the Destroyer was erected on Loch Seld to mark the Fist of Rhalgr's designation as the state religion of Ala Mhigo. Then, the faith's star waxed bright, but such days were not to endure. Deeming the monks a threat to his rule, the mad king set about their destruction, and ordered his personal guard to tear down the image, sending it sinking to the depths."
2162881,The Ala Mhigan Quarter #2,"A residential area situated to the south of Ala Mhigo. Under Garlean rule, it was assigned for the use of the Aan, those lowliest subjects of the Empire not accorded citizenship. During that time, it was also known as the Peregrine Quarter─a reference to the derogatory name by which the imperial occupiers called Ala Mhigan natives."
2162882,The Statue of Zuiko,"Depicted in majestic detail astride his rearing steed is the great warlord Zuiko, revered founder of Suenokuni. While his realm occupies the southern region of Shishu encompassing Kugane, it must be noted that the port city's administration alone falls under bakufu jurisdiction."
2162883,Rakuza District,"By special permission from the bakufu, this commercial district enjoys considerably relaxed trade restrictions. Wares find their way here from the world over, as do visitors of all persuasions, who have no shortage of amusements and hostelries to keep them entertained and rested in turn."
2162884,Tenkonto,"In the Far Eastern tongue, Tenkonto means aetheryte. Since ancient times in Hingashi, the construction and maintenance of these devices have been the exclusive domain of the Onishishu, a collective of skilled craftsmen who jealously guard their secrets. As a portal into Kugane, the area is kept under strict surveillance by the Sekiseigumi."
2162885,Kugane Ofunakura,"Founded under the auspices of Kugane's lord bugyo, this facility specializes in the construction of smaller crafts and the repair of visiting vessels. Accordingly, the shipwrights employed here are versed not only in local shipbuilding traditions, but in foreign techniques as well."
2162886,Shisui of the Violet Tides,"Hidden away at the bottom of the Turquoise Trench, this magnificent palace is home to the Ruby Princess, leader of those Raen who dwell beneath the waves. While its beauty can be appreciated from afar, special permission is required to enter the grounds─a privilege seldom granted."
2162887,East Othard Coastline,"Blessed by the bounty of the Ruby Sea, the eastern coastline of Othard has long boasted a flourishing fishing trade, and villages like Isari are a common sight. The region also abounds in natural beauty, as numerous poems throughout the ages will attest."
2162888,Crick,"For the longest time, folk gave these shores a wide berth for fear of the kami, who they believed erected the enigmatic tower known as Heaven–on–High. The pirates of the Confederacy harbored no such fears, however, and one day they claimed the land for their own and established an outpost."
2162889,Imperial Hypersonic Assault Craft L-XXIII,"The letters emblazoned upon its rusted fuselage mark it as the 23rd craft of the XIIth Imperial Legion. Dispatched to Doma in a bid to suppress the rebellion, witnesses say it was brought down by the vulpine guardian of Yanxia, to sink to its watery grave at the bottom of the One River."
2162890,Mol Iloh,"The current home of the Mol, one of the many Xaela tribes that roam the Azim Steppe. Being nomads, their stay here is but temporary, and the turn of the seasons will see them strike camp in search of greener pastures for their livestock. Though quite sturdy when erected, the yurts are designed for ease of relocation."
2162891,Moai Statue,"Similar statues are said to be found scattered across the world, but it is not known who made them, nor to what end. The absence of horns and the position of the ears have led some to believe that they were fashioned by Hyurs in their own likeness, but there is as yet no conclusive evidence."
2162892,The Rotunda,"Upon stepping foot inside the Crystarium, one is greeted by the sight of a stately domed structure, walkways and hallways branching away from its walls like arteries from a beating heart. Yet it is in the visitor's own heart that this elegant construction of black iron and shimmering crystal is like to remain."
2162893,Musica Universalis,"Grand in title as it is in size, the Crystarium's largest marketplace is an impressive sight. Its shelves groan under the weight of an overwhelming variety of wares, including those manufactured by the Crystalline Mean and exotic goods imported from locales as distant as Kholusia and Amh Araeng."
2162894,The Cabinet of Curiosity,"This towering vault contains countless scrolls, tomes, and moldering manuscripts salvaged from the furthest reaches of Norvrandt. Representing the grammarian branch of the Trivium, the Cabinet welcomes visitors in search of anything from the most complex academic texts to illustrated works for children."
2162895,Rapture,"Found in the northern district of the Crystarium, these elegant towers serve a myriad of functions. For refugees of the Flood, Rapture provided not only dwellings, workshops, and defensive facilities, but also a much-needed reprieve from the prevailing sense of despair and constant danger."
2162896,Temenos Rookery,"Managed almost exclusively by the Zun, this rookery echoes with the sounds of creatures great and small, from the clucks of chickens to the kwehs of chocobos. Said to describe a “sacred enclosure,” the name is a reference to the legendary roosts of the amaro, and indeed, many an amaro is raised from egg to adult within the rookery's well-tended grounds."
2162897,The Glory Gate,"This grand entrance leads into the Buttress layer of Eulmore─a sudden and jarring shift into a world of splendor. Crowds of hopeful petitioners yearn for the chance to pass through its ironbound doors, but the path to “glory” is far narrower than the width of the gate would suggest."
2162898,The Derelicts,This shanty town provides shelter for the destitute masses which huddle around the base of Eulmore. Many have built shacks with planks scavenged from the derelicts─sea vessels left to rot once the Flood of Light made the oceans impassable─while others simply squat in whatever remains of the ships' broken hulls.
2162899,Eulmoran Army Headquarters,"The offices of the vaunted Eulmoran military. Though once ensconced in the Canopy above, the change in policy which accompanied Lord Vauthry's investiture as ruler saw the army fall in prominence, its officers relegated to the mid-layer chambers which once served as the city's gaol."
2162900,The Beehive,"The Beehive is a place of noise and excitement─a little sting to invigorate the safe, pampered lives of Eulmore's free citizens. Regardless of gender, this establishment's bonded workers are often called “honeybees,” while the owner reigns above them as “queen.”"
2162901,Fort Jobb,"Once the forward base of a long-faded knightly order, these ruins were repurposed to serve as a defensive outpost for the Crystarium guard. The architectural remnants of the Church of the First Light now merely hint at the majesty of a bygone era."
2162902,Radisca's Round,"Located in the center of Lakeland, this watchtower is named in honor of a soldier who saved countless lives when he warned of a flying swarm of sin eaters. The soldier himself was slain in battle, having chosen to remain at the tower and delay the eaters' pursuit."
2162903,Laxan Loft,"In the old tongue of the elves, “Laxan” is the word for “Lakeland,” and it is here that the region's erstwhile king set his throne. The castle is also infamous as the site of a historical conflict, where the Shadowkeeper led a force of elven dissidents in a final, bloody uprising."
2162904,The Ostall Imperative,"The well-preserved remnants of a fortress dating back to the glory days of Lakeland. This imposing structure was named in honor of one Ser Ostall, who, according to the tales, ordered his men to stand their ground against a ravening horde of sin eaters. The knight himself refused to fall, holding off the abominations until the smallfolk had reached safe refuge."
2162905,The Hour of Certain Durance,"These crumbling ruins are all that remains of a Lakeland prison. To the east, at the base of the cliff, can be seen another memory of the past─the domiciles of the prison wardens. Once known by a less-somber name, “Mortal Irons” is thought to better reflect the settlement's abandoned state and the transient fate of its residents."
2162906,Sullen,"Weed, Brick, Knot, and Lap─the fishing village of Sullen sprawls across these four small islands, its bridges connecting each location to the next, and thence to the shore of the Source itself. The settlement's name, it seems, was agreed upon as a self-deprecating nod to the oft-creased brows of its resident fishermen."
2162907,Cracked Shell Beach,"When questioned on the rather prosaic name of this coastline, the inhabitants of nearby Stilltide simply point to the carpet of broken seashells. In earlier days, they say the beach was crowded with the comings and goings of local fishermen, but now it is mostly the boots of barbaric hobgoblins leaving tracks along the pebbled shore."
2162908,White Oil Falls,"This waterfall marks the midpoint of Watts River. The sluggish current sends water over the cliff with little force, the cascade cleaving closely to the rock as it plunges down from an impressive height. Upon observing this almost-viscous flow, a renowned poet is said to have likened the falls to an enormous trickle of oil."
2162909,Gatetown,"Gatetown is a haphazard mess of shacks and lean-tos─the result of refugees throwing up shelters as they await their chance to embrace the comforts of Eulmore. Though living conditions can best be described as “abysmal,” the regular distribution of meol and minimal risk of eater attacks has only seen the population increase over time."
2162910,Wright,"A farming village in the southern reaches of Kholusia. The residents of Wright have refused the largesse of Eulmore, preferring instead to subsist upon barley, vegetables, and other crops cultivated through time-honored methods. Their independence cost them dearly, however, when the appearance of a stray sin eater ended in unspeakable slaughter."
2162911,The Ladder,"This enormous mechanism facilitates travel between Kholusia's lowlands and highlands. Its gears once driven by the tireless Talos of Daedalus Stoneworks, the apparatus fell into disrepair after said company retired its operations in the region─a development which all but halted trade with the highland dwarves."
2162912,Tomra,"One of the dwarven settlements which dot the slopes of Mt. Gulg, Tomra is home to a sizable branch of the Tholl family. Every building is constructed on a scale to cater to the diminutive inhabitants, giving taller races the impression of a village built in miniature."
2162913,The Duergar's Tewel,"The far end of the Dwarven Hollows opens up into a great, crater-like expanse. Geysers here spew volcanically heated water high into the air, spraying the uncaring dwarves as they mine deposits of sulphur and other valuable minerals."
2162914,The Red Serai,"This amaro roost was established by Crystarium merchants plying their trade in Amh Araeng. Tucked within the foreboding walls of Qasr Sharl, the waypoint and its stockpiled goods are well protected from both predators and windblown sands."
2162915,Mord Souq,"The Mord have long dwelled in Amh Araeng, and this “souq” or “city” serves as a marketplace to display the curious wares they gather from every corner of the badlands. Merchants and collectors from across Norvrandt can be seen here purchasing ores, oddities, and the relics of Nabaath Areng."
2162916,The Pristine Palace of Amh Malik,"In the common tongue, “amh malik” translates into “majestic king,” and it was within this royal residence that was housed the core of Nabaath Areng's political and military might. When the Flood came, however, it was halted moments too late─half the palace toppled before a titanic wave of Light like a sand castle caught by the tide."
2162917,Mount Biran Mines,"The shafts carved into the side of Mount Biran were the center of a large-scale mining operation which employed the relentless strength of an army of Talos. As is the case with Garik, Kelk, and many other places in the region, “Biran” was a name taken from a Ronso of historical note."
2162918,Twine,"In days past, Nabaath Areng contracted a Talos engineer to establish its mining railway, and these cabins were built to provide lodgings for the laborers who would lay the trolley tracks. The settlement was later maintained as a miners' village, but its dwindling population has mirrored the steady decline of the mining industry."
2162919,Kelk,"The ruins of a Ronso settlement. Residents abandoned Kelk for the cities long before the Flood arrived, and thus it is known amongst scavengers as a prime location for finding trinkets and relics untouched by conflict."
2162920,Lydha Lran,"Finding it abandoned by its former inhabitants following the events of the Flood, the pixies have claimed this Voeburtite village as their own. The fae have continued the villagers' practice of keeping sheep, making use of the weed-choked pens to raise and milk their wooly livestock."
2162921,The Bookman's Shelves,"Lately the borrowed residence of a foreign scholar, this manor once belonged to a Voeburtite lord known for the eclectic nature of his hobbies. In a miraculous turn of events, the noble's extensive collection of books and academic apparatus have largely been left undisturbed by curious pixie hands."
