key,4,5,6
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,"Free companies are independent player-operated organizations, not unlike guilds. While there are no restrictions on who may join a company, players cannot belong to more than one free company at a time.",,
441,"Companies will advance in rank as their members earn <hex:024804F201F403><hex:024904F201F503>company points<hex:0249020103><hex:0248020103> by undertaking various duties around Eorzea. These tasks will also earn companies <hex:024804F201F403><hex:024904F201F503>credits<hex:0249020103><hex:0248020103>, which can be used as currency to purchase various items.",,
442,"To form a company, a player must first draft a petition and then get three other players to sign it. These three players will become the founding members of the company.",,
443,,,
444,,,
445,,,
446,,,
447,,,
448,,,
449,,,
450,"You have been asked to sign a free company petition. To form a new free company, a player must first obtain the signatures of three other people who agree to become the founding members of the company. If you wish to join, sign the petition!",,
451,,,
452,,,
453,,,
454,,,
455,,,
456,,,
457,,,
458,,,
459,,,
460,You have joined a free company! Start by changing your chat mode to <hex:024804F201F403><hex:024904F201F503>Free Company<hex:0249020103><hex:0248020103> and greeting the other members.,,
461,"Selecting <hex:024804F201F403><hex:024904F201F503>Free Company<hex:0249020103><hex:0248020103> from the <hex:024804F201F403><hex:024904F201F503>Social<hex:0249020103><hex:0248020103> section of the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103> will display the Free Company interface. Here you can view company and member data, messages, and other important information.<hex:02100103><hex:02100103>Each member is assigned a <hex:024804F201F403><hex:024904F201F503>rank<hex:0249020103><hex:0248020103>, each with various levels of <hex:0249020103><hex:0248020103>authorization<hex:0249020103><hex:0248020103>.",,
462,"Depending on your rank, you may or may not be able to access such features as <hex:024804F201F403><hex:024904F201F503>promoting<hex:0249020103><hex:0248020103> current members or <hex:024804F201F403><hex:024904F201F503>inviting<hex:0249020103><hex:0248020103> new players.",,
463,"As company members participate in various duties around Eorzea, they will not only earn experience points for themselves, but points for their free company as well. As company points are earned, the free company will increase in rank. As rank increases, new features such as <hex:024804F201F403><hex:024904F201F503>company crests<hex:0249020103><hex:0248020103>, an expanded <hex:024804F201F403><hex:024904F201F503>company chest<hex:0249020103><hex:0248020103>, and <hex:024804F201F403><hex:024904F201F503>housing<hex:0249020103><hex:0248020103> become available.",,
464,,,
465,,,
466,,,
467,,,
468,,,
469,,,
470,"The <hex:024804F201F403><hex:024904F201F503>company chest<hex:0249020103><hex:0248020103> is a communal depository where free company members can store their excess gear and items. It can be accessed not only from the company's estate, but from Grand Company headquarters, and other convenient locations. Access rights are set by company leaders and can range from full access to all members to restricted access for a select few.",,
471,"As the company increases in rank, additional compartments will be added to the chest, increasing the number of items which can be stored within.<hex:02100103><hex:02100103>Remember, unlike your personal inventory, the company chest is shared. To avoid misunderstandings with fellow company members, refrain from using the chest to store important personal effects.",,
472,,,
473,,,
474,,,
475,,,
476,,,
477,,,
478,,,
479,,,
480,"Your free company can now create its own unique <hex:024804F201F403><hex:024904F201F503>company crest<hex:0249020103><hex:0248020103>. To edit the company crest you must first have <hex:024804F201F403><hex:024904F201F503>authorization<hex:0249020103><hex:0248020103> to do so. Next, you must speak with an <hex:024804F201F403><hex:024904F201F503>OIC officer of arms<hex:0249020103><hex:0248020103> located at one of the three Grand Company of Eorzea headquarters.",,
481,"Once your company has attained the proper rank, you will have the opportunity to apply the crest to pieces of armor for all the realm to see. Be advised, however, that company crests cannot be applied to certain armor. This can be confirmed via the item's help window.",,
482,,,
483,,,
484,,,
485,,,
486,,,
487,,,
488,,,
489,,,
490,<hex:024804F201F403><hex:024904F201F503>Company Actions<hex:0249020103><hex:0248020103> can be used to temporarily increase the statuses of all online company members. They can be accessed under <hex:024804F201F403><hex:024904F201F503>Actions<hex:0249020103><hex:0248020103> in the <hex:024804F201F403><hex:024904F201F503>Free Company<hex:0249020103><hex:0248020103> interface.,,
491,"Actions can be purchased from <hex:024804F201F403><hex:024904F201F503>OIC quartermasters<hex:0249020103><hex:0248020103> with <hex:024804F201F403><hex:024904F201F503>company credits<hex:0249020103><hex:0248020103>. The higher your company's <hex:024804F201F403><hex:024904F201F503>standing<hex:0249020103><hex:0248020103> with its Grand Company of allegiance, the fewer credits the actions will require.",,
492,"To purchase, execute, disable, or discard actions, you must first have been granted the proper company <hex:024804F201F403><hex:024904F201F503>authorization<hex:0249020103><hex:0248020103> to do so.",,
493,,,
494,,,
495,,,
496,,,
497,,,
498,,,
499,,,
500,"Speaking with a local distributor of guildleves, known as a <hex:024804F201F403><hex:024904F201F503>levemete<hex:0249020103><hex:0248020103>, will bring up a list of available levequests. Highlight a quest to display its objectives, and select <hex:024804F201F403><hex:024904F201F503>Accept<hex:0249020103><hex:0248020103> to add the quest to your <hex:024804F201F403><hex:024904F201F503>journal<hex:0249020103><hex:0248020103>.",,
501,"<hex:024804F201F403><hex:024904F201F503>Leve allowances<hex:0249020103><hex:0248020103> are required to accept levequests. You will be granted three leve allowances every 12 hours (Earth time), up to a maximum of 100.<hex:02100103><hex:02100103>You may accept as many as 16 levequests at once.",,
502,,,
503,,,
504,,,
505,,,
506,,,
507,,,
508,,,
509,,,
510,"To initiate a levequest, first open your <hex:024804F201F403><hex:024904F201F503>journal<hex:0249020103><hex:0248020103> via the <hex:024804F201F403><hex:024904F201F503>Duty<hex:0249020103><hex:0248020103> section of the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103>, or by pressing <hex:024804F201F403><hex:024904F201F503>J<hex:0249020103><hex:0248020103> on your keyboard. Next, select the levequest to bring up a detailed description of its objectives and its rewards.",,
511,"Clicking on the <hex:024804F201F403><hex:024904F201F503>Map<hex:0249020103><hex:0248020103> button will show the approximate location of the levequest's objectives. Though you can initiate a levequest at any time while in the corresponding area, it is recommended that you wait until you are close to the objectives before doing so. This will increase your chances of becoming eligible for completion bonuses.",,
512,"Once you have arrived, open the journal, select the levequest, and click on the <hex:024804F201F403><hex:024904F201F503>Initiate<hex:0249020103><hex:0248020103> button to begin your duty.",,
513,"To initiate a levequest, first open your <hex:024804F201F403><hex:024904F201F503>journal<hex:0249020103><hex:0248020103> via the <hex:024804F201F403><hex:024904F201F503>Duty<hex:0249020103><hex:0248020103> section of the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103>. Next, select the levequest to bring up a detailed description of its objectives and its rewards.",,
514,"Selecting the <hex:024804F201F403><hex:024904F201F503>Map<hex:0249020103><hex:0248020103> button will show the approximate location of the levequest's objectives. Though you can initiate a levequest at any time while in the corresponding area, it is recommended that you wait until you are close to the objectives before doing so. This will increase your chances of becoming eligible for completion bonuses.",,
515,"Once you have arrived, open the journal, select the levequest, and press the <hex:024804F201F403><hex:024904F201F503>Initiate<hex:0249020103><hex:0248020103> button to begin your duty.",,
516,,,
517,,,
518,,,
519,,,
520,"When you initiate a levequest, you will be given the opportunity to adjust its difficulty. The greater the difficulty setting, the higher the level target enemies will be. Difficulty also affects completion rewards.",,
521,Levequest difficulty can be lowered at any time during the course of the duty by selecting the quest name in the <hex:024804F201F403><hex:024904F201F503>duty list<hex:0249020103><hex:0248020103> and selecting <hex:024804F201F403><hex:024904F201F503>Difficulty<hex:0249020103><hex:0248020103>.<hex:02100103><hex:02100103>Please note that levequest difficulty cannot be raised once the duty has been initiated.,,
522,,,
523,,,
524,,,
525,,,
526,,,
527,,,
528,,,
529,,,
530,"Once you have initiated a levequest, the location of your quest objectives will be displayed on the <hex:024804F201F403><hex:024904F201F503>minimap<hex:0249020103><hex:0248020103>. Levequest targets can also be identified by the distinguishing icon displayed above their names.",,
531,"During a levequest, the <hex:024804F201F403><hex:024904F201F503>duty list<hex:0249020103><hex:0248020103> is replaced with information regarding quest objectives, leve difficulty, time remaining, and more. Rewards are only granted to those who complete all the objectives listed within the time allotted.",,
532,,,
533,,,
534,,,
535,,,
536,,,
537,,,
538,,,
539,,,
540,"When all levequest objectives have been completed, you will be given the option to return immediately to the issuing <hex:024804F201F403><hex:024904F201F503>levemete<hex:0249020103><hex:0248020103> and collect your reward.",,
541,,,
542,,,
543,,,
544,,,
545,,,
546,,,
547,,,
548,,,
549,,,
550,"If you fail to complete the levequest objectives within the allotted time, you can always rechallenge the quest by selecting it in your <hex:024804F201F403><hex:024904F201F503>journal<hex:0249020103><hex:0248020103> and pressing the <hex:024804F201F403><hex:024904F201F503>Retry<hex:0249020103><hex:0248020103> button. Rechallenging a levequest will cost one <hex:024804F201F403><hex:024904F201F503>leve allowance<hex:0249020103><hex:0248020103>.",,
551,"If you fail to complete the levequest objectives within the allotted time, you can always rechallenge the quest by selecting it in your <hex:024804F201F403><hex:024904F201F503>journal<hex:0249020103><hex:0248020103> and pressing the <hex:024804F201F403><hex:024904F201F503>Retry<hex:0249020103><hex:0248020103> button. Rechallenging a levequest will cost one <hex:024804F201F403><hex:024904F201F503>leve allowance<hex:0249020103><hex:0248020103>.",,
552,,,
553,,,
554,,,
555,,,
556,,,
557,,,
558,,,
559,,,
560,"<hex:024804F201F403><hex:024904F201F503>Tradecraft<hex:0249020103><hex:0248020103> leves (guildleves for Disciples of the Hand) are governed by a different set of rules than their <hex:024804F201F403><hex:024904F201F503>battlecraft<hex:0249020103><hex:0248020103> counterparts (guildleves for Disciples of War and Magic). For example, tradecraft leves have no time limit, and are considered complete when the items requested have been delivered to the client. Information on leve objectives as well as the client's name can be viewed in the <hex:024804F201F403><hex:024904F201F503>duty list<hex:0249020103><hex:0248020103>.",,
561,,,
562,,,
563,,,
564,,,
565,,,
566,,,
567,,,
568,,,
569,,,
570,"After assembing all the requested items, speak with the client to bring up the Item Request window. Drag the items from your inventory into the Item Request window and click <hex:024804F201F403><hex:024904F201F503>Hand Over<hex:0249020103><hex:0248020103> to complete the transaction. For tradecraft leves, submitting <hex:024804F201F403><hex:024904F201F503>HQ<hex:0249020103><hex:0248020103> items will earn you a greater reward.",,
571,"After assembling all the requested items, speak with the client to bring up the Item Request window. Select the items from your inventory to add them to the Item Request window and select <hex:024804F201F403><hex:024904F201F503>Hand Over<hex:0249020103><hex:0248020103> to complete the transaction. For tradecraft leves, submitting <hex:024804F201F403><hex:024904F201F503>HQ<hex:0249020103><hex:0248020103> items will earn you a greater reward.",,
572,,,
573,,,
574,,,
575,,,
576,,,
577,,,
578,,,
579,,,
580,"<hex:024804F201F403><hex:024904F201F503>Fieldcraft<hex:0249020103><hex:0248020103> leves (guildleves for Disciples of the Land) follow the same set of rules as their <hex:024804F201F403><hex:024904F201F503>battlecraft<hex:0249020103><hex:0248020103> counterparts (guildleves for Disciples of War and Magic). There are, however, two main differences: you cannot begin a fieldcraft levequest unless you have changed to the corresponding class, and you must perform these tasks solo.",,
581,"Leves for <hex:024804F201F403><hex:024904F201F503>Fishers<hex:0249020103><hex:0248020103>, on the other hand, follow the same set of rules as tradecraft leves, in that you will be required to deliver your catch to the client in person. Selecting the <hex:024804F201F403><hex:024904F201F503>Map<hex:0249020103><hex:0248020103> button will show the approximate location of the desired catch. After obtaining all the requested items, speak with the client to hand them over and collect your reward.",,
582,,,
583,,,
584,,,
585,,,
586,,,
587,,,
588,,,
589,,,
590,"Once a leve has been initiated, its objectives will appear in the <hex:024804F201F403><hex:024904F201F503>duty list<hex:0249020103><hex:0248020103>. Fieldcraft leve objectives range from visiting specified locations to gathering the specified number of items, all within the allotted time limit.",,
591,"After gathering the specified items at the required level, certain levequests will grant bonus rewards depending on your <hex:024804F201F403><hex:024904F201F503>evaluation<hex:0249020103><hex:0248020103> score.<hex:02100103>Levequest targets are indicated with a <hex:024804F201F403><hex:024904F201F503>leve plate icon<hex:0249020103><hex:0248020103> displayed above their <hex:024804F201F403><hex:024904F201F503>display names<hex:0249020103><hex:0248020103>. The general location of targets is also marked on your <hex:024804F201F403><hex:024904F201F503>minimap<hex:0249020103><hex:0248020103>.",,
592,,,
593,,,
594,,,
595,,,
596,,,
597,,,
598,,,
599,,,
600,"If you possess the same guildleve as the one activated by your party, a leve link will occur, ensuring that you receive full recompense upon completing the quest.",,
601,,,
602,,,
603,,,
604,,,
605,,,
606,,,
607,,,
608,,,
609,,,
610,"FATE is short for <hex:024804F201F403><hex:024904F201F503>Full Active Time Event<hex:0249020103><hex:0248020103>. These public quests occur periodically in real time around Eorzea, and anyone can participate by simply showing up before one ends. When you sense a FATE nearby, a message will appear on your screen, and the location will be displayed on your maps.",,
611,The type of FATE in progress can be identified by its map icon. Mousing over the icon will display the FATE title.,,
612,"You will automatically join a FATE the moment you cross the event threshold. At this time, the FATE title, objectives, and time remaining will appear in your <hex:024804F201F403><hex:024904F201F503>duty list<hex:0249020103><hex:0248020103>.",,
613,"If you are several levels higher than the recommended level, a <hex:024804F201F403><hex:024904F201F503>Level Sync<hex:0249020103><hex:0248020103> button will appear in your duty list. Press the button to automatically lower your level so that you may participate and receive rewards.",,
614,,,
615,,,
616,,,
617,,,
618,,,
619,,,
620,"Once a FATE is complete, a window detailing your reward will be displayed. Rewards are distributed to all event participants and are based not only on success, but on individual contributions.",,
621,"The more active you are in completing event objectives, the greater your contribution will be deemed. Contribution is indicated via the gold, silver, or bronze medal that appears on your reward window.",,
622,,,
623,,,
624,,,
625,,,
626,,,
627,,,
628,,,
629,,,
630,"<hex:024804F201F403><hex:024904F201F503>Guildhests<hex:0249020103><hex:0248020103> are special operations organized by Adventurers' Guilds and overseen by NPCs known as <hex:024804F201F403><hex:024904F201F503>battlewardens<hex:0249020103><hex:0248020103>. Speaking with a battlewarden displays a list of all guildhests currently available. Please note, however, that each operation has conditions (such as <hex:024804F201F403><hex:024904F201F503>level<hex:0249020103><hex:0248020103> or <hex:024804F201F403><hex:024904F201F503>class<hex:0249020103><hex:0248020103>) that must be met by all party members before the duty can be commenced.",,
631,"At first, you may find that only a limited number of guildhests are accessible, but do not worry. As you progress in level, that number will grow.<hex:02100103><hex:02100103>Guildhests can also be accessed via the <hex:024804F201F403><hex:024904F201F503>Duty Finder<hex:0249020103><hex:0248020103>, removing the hassle of having to try and gather a party.",,
632,,,
633,,,
634,,,
635,,,
636,,,
637,,,
638,,,
639,,,
640,"Once you have commenced a guildhest, the operation's objectives and the time remaining to complete them will appear in the <hex:024804F201F403><hex:024904F201F503>duty list<hex:0249020103><hex:0248020103>. Hints helpful to completing guildhest objectives will sometimes appear on-screen. These hints will also be added to the duty list after being displayed.<hex:02100103><hex:02100103>If you are unable to complete the objectives within the allotted time, the guildhest will be deemed a failure.",,
641,,,
642,,,
643,,,
644,,,
645,,,
646,,,
647,,,
648,,,
649,,,
650,"While participating in guildhests, you may notice areas that are colored differently than the surrounding landscape. This color is to warn players that stepping into the hazardous zones will trigger new enemies to appear. Take care when passing nearby.",,
651,,,
652,,,
653,,,
654,,,
655,,,
656,,,
657,,,
658,,,
659,,,
660,"If you are KO'd while participating in a guildhest, you will be given the option to return to the <hex:024804F201F403><hex:024904F201F503>starting point of the operation<hex:0249020103><hex:0248020103>, rather than all the way back to your home point.",,
661,,,
662,,,
663,,,
664,,,
665,,,
666,,,
667,,,
668,,,
669,,,
670,"If you successfully complete all guildhest objectives in the time allotted, you will be eligible for a reward. Speak with the <hex:024804F201F403><hex:024904F201F503>battlewarden<hex:0249020103><hex:0248020103> overseeing the operation to collect it. If your party can complete the objectives without suffering a single casualty, you will be rewarded a special bonus.",,
671,,,
672,,,
673,,,
674,,,
675,,,
676,,,
677,,,
678,,,
679,,,
680,"You are now able to change your Grand Company of <hex:024804F201F403><hex:024904F201F503>allegiance<hex:0249020103><hex:0248020103>. To proceed with the necessary paperwork, speak with a <hex:024804F201F403><hex:024904F201F503>personnel officer<hex:0249020103><hex:0248020103> at any of the Grand Company headquarters.<hex:02100103><hex:02100103>Do note that upon changing allegiances, all assets (company seals) will be frozen, and some items, such as company-specific gear, may no longer be equippable. Furthermore, there is a cooling-off period of 15 days during which time you will be unable to apply for another transfer.",,
681,,,
682,,,
683,,,
684,,,
685,,,
686,,,
687,,,
688,,,
689,,,
690,"You can now craft items using <hex:024804F201F403><hex:024904F201F503>Quick Synthesis<hex:0249020103><hex:0248020103>. Quick synthesis is available for any item you have successfully crafted at least once using traditional methods, and can significantly reduce the amount of time required to create multiple normal-quality items.",,
691,"To begin quick synthesis, open your <hex:024804F201F403><hex:024904F201F503>crafting log<hex:0249020103><hex:0248020103>, select the desired recipe, and then press the <hex:024804F201F403><hex:024904F201F503>Quick Synthesis<hex:0249020103><hex:0248020103> button to the immediate left of the <hex:024804F201F403><hex:024904F201F503>Synthesize<hex:0249020103><hex:0248020103> button.",,
692,"As quick synthesis only focuses on completing the recipe as fast as possible, it is difficult to produce high-quality items. If quality is your aim, normal synthesis is recommended.",,
693,,,
694,,,
695,,,
696,,,
697,,,
698,,,
699,,,
700,All Disciples of the Hand receive a <hex:024804F201F403><hex:024904F201F503>crafting log<hex:0249020103><hex:0248020103> which contains the recipes of every item they can synthesize. The crafting log can be opened by selecting <hex:024804F201F403><hex:024904F201F503>Logs<hex:0249020103><hex:0248020103> from the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103>.,,
701,"To begin synthesis, you must first select the crafting class and level tier of the item you wish to create.",,
702,"Once you have highlighted the item, confirm if you possess all the <hex:024804F201F403><hex:024904F201F503>materials<hex:0249020103><hex:0248020103> necessary in your inventory. If you do, select the <hex:024804F201F403><hex:024904F201F503>Synthesize<hex:0249020103><hex:0248020103> button to begin the crafting process.",,
703,,,
704,,,
705,,,
706,,,
707,,,
708,,,
709,,,
710,Crafting is similar to battle in that various <hex:024804F201F403><hex:024904F201F503>actions<hex:0249020103><hex:0248020103> are used to proceed.,,
711,Successfully crafting an item entails executing <hex:024804F201F403><hex:024904F201F503>Synthesis<hex:0249020103><hex:0248020103> actions to achieve 100% <hex:024804F201F403><hex:024904F201F503>progress<hex:0249020103><hex:0248020103> before material <hex:024804F201F403><hex:024904F201F503>durability<hex:0249020103><hex:0248020103> reaches zero.,,
712,"If durability reaches zero before progress has reached 100%, the synthesis will fail and some of the materials may be lost.",,
713,Items that you have successfully crafted at least once will appear with a check mark on their icons. Crafting an item for the first time will earn you a special experience point bonus.,,
714,Crafting is similar to battle in that various <hex:024804F201F403><hex:024904F201F503>actions<hex:0249020103><hex:0248020103> are used to proceed.,,
715,,,
716,,,
717,,,
718,,,
719,,,
720,Increasing an item's <hex:024804F201F403><hex:024904F201F503>quality<hex:0249020103><hex:0248020103> during synthesis improves chances that the resulting product will be of a higher grade (<hex:024804F201F403><hex:024904F201F503>HQ<hex:0249020103><hex:0248020103>).,,
721,"Quality is normally improved by using <hex:024804F201F403><hex:024904F201F503>Touch<hex:0249020103><hex:0248020103> actions. However, in addition to reducing material durability, these actions also require crafting points (<hex:024804F201F403><hex:024904F201F503>CP<hex:0249020103><hex:0248020103>) to execute.",,
722,"The higher the overall quality of a completed item, the higher the experience point reward will be.",,
723,"Quality is normally improved by using <hex:024804F201F403><hex:024904F201F503>Touch<hex:0249020103><hex:0248020103> actions. However, in addition to reducing material durability, these actions also require crafting points (<hex:024804F201F403><hex:024904F201F503>CP<hex:0249020103><hex:0248020103>) to execute.",,
724,,,
725,,,
726,,,
727,,,
728,,,
729,,,
730,"As synthesis progresses, material <hex:024804F201F403><hex:024904F201F503>condition<hex:0249020103><hex:0248020103> will fluctuate between excellent and poor.",,
731,"Using <hex:024804F201F403><hex:024904F201F503>Touch<hex:0249020103><hex:0248020103> actions when condition is either <hex:024804F201F403><hex:024904F201F503>good<hex:0249020103><hex:0248020103> or <hex:024804F201F403><hex:024904F201F503>excellent<hex:0249020103><hex:0248020103> will result in greater increases in quality when the action is successful. Note, however, that in the following step, material condition will always drop to <hex:024804F201F403><hex:024904F201F503>poor<hex:0249020103><hex:0248020103>.",,
732,,,
733,,,
734,,,
735,,,
736,,,
737,,,
738,,,
739,,,
740,,,
741,,,
742,,,
743,,,
744,,,
745,,,
746,,,
747,,,
748,,,
749,,,
750,"Every time you use an action, receive damage, or suffer a KO, the gear you have equipped is damaged. When your gear's condition reaches 0%, its functionality drops off severely.",,
751,Gear condition can be viewed by selecting Character under <hex:024804F201F403><hex:024904F201F503>Character<hex:0249020103><hex:0248020103> from the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103>. The vertical bar situated next to each gear icon indicates approximate condition. An exact percentage can be viewed in the item help text by mousing over the icon.,,
752,"NPCs conducting item repairs are indicated on your <hex:024804F201F403><hex:024904F201F503>map<hex:0249020103><hex:0248020103> and <hex:024804F201F403><hex:024904F201F503>minimap<hex:0249020103><hex:0248020103> by a hammer icon. For a small fee, they will restore an item's condition to 100%.",,
753,,,
754,,,
755,,,
756,,,
757,,,
758,,,
759,,,
760,"Disciples of the Hand have the ability to <hex:024804F201F403><hex:024904F201F503>repair<hex:0249020103><hex:0248020103> their own items. To begin mending an item, select its icon and choose Repair.",,
761,"Each item has class and level restrictions on who can repair it. This information can be viewed in an item's help text. In addition to meeting these restrictions, Disciples of the Hand must also use the proper grade of <hex:024804F201F403><hex:024904F201F503>dark matter<hex:0249020103><hex:0248020103> to complete the repairs. Dark matter can be purchased from Grand Company quartermasters.",,
762,,,
763,,,
764,,,
765,,,
766,,,
767,,,
768,,,
769,,,
770,"You have obtained a high-quality item! HQ items can be identified by their icon, as well as by the special mark that appears after their name.<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>HQ<hex:0249020103><hex:0248020103> gear will often have better stats than normal-quality items, while HQ materials used in synthesis will sometimes yield better results. These features make them more attractive to prospective buyers, resulting in higher selling prices.",,
771,HQ items cannot be stacked with normal-quality items.,,
772,,,
773,,,
774,,,
775,,,
776,,,
777,,,
778,,,
779,,,
780,"You have obtained a <hex:024804F201F403><hex:024904F201F503>unique<hex:0249020103><hex:0248020103> item.<hex:02100103><hex:02100103>As this item is special, you can never possess more than one at a time.",,
781,,,
782,,,
783,,,
784,,,
785,,,
786,,,
787,,,
788,,,
789,,,
790,An item you have equipped is now <hex:024804F201F403><hex:024904F201F503>bound<hex:0249020103><hex:0248020103> to you and can no longer be traded or put up for sale in the markets.,,
791,"Most items can be sold and traded freely before they are used in battle, crafting, or gathering. This is true regardless of whether or not they have been equipped. However, performing one of these three actions after equipping a new piece of gear will bind the item to you, preventing future trade or sale to other players (NPC shops will still purchase bound items).",,
792,,,
793,,,
794,,,
795,,,
796,,,
797,,,
798,,,
799,,,
800,The <hex:024804F201F403><hex:024904F201F503>markets<hex:0249020103><hex:0248020103> are a venue in which players from across the realm can either sell their own items using hired hands known as <hex:024804F201F403><hex:024904F201F503>retainers<hex:0249020103><hex:0248020103> or purchase the items of another. The markets can be accessed by targeting and selecting one of the many <hex:024804F201F403><hex:024904F201F503>market boards<hex:0249020103><hex:0248020103> conveniently located throughout Eorzea's towns and city–states.,,
801,"The markets of Limsa Lominsa, Gridania, Ul'dah, Ishgard, Kugane, and the Crystarium are all connected, meaning that items put up for sale in one city–state can be viewed as well as purchased by players accessing the markets in a second city–state.",,
802,"Sifting through the sheer number of items up for sale in the markets can prove an overwhelming task for those not familiar with the system. As most gear required for the first few levels of any class can be easily found at local NPC-run shops, it is recommended that players start here, and then work their way to the markets once they feel those shops can no longer meet their needs.",,
803,,,
804,,,
805,,,
806,,,
807,,,
808,,,
809,,,
810,"Before you can purchase an item from the markets, you must first find it. There are two different ways you can do this─one involves doing a direct search by typing in the name of the item you seek. The second consists of specifying search conditions to bring up a list of corresponding items.",,
811,"If you know the exact name of the item you seek, then you need only type it in the <hex:024804F201F403><hex:024904F201F503>Free Search<hex:0249020103><hex:0248020103> box and then press the <hex:024804F201F403><hex:024904F201F503>Search<hex:0249020103><hex:0248020103> button located in the lower left-hand corner of the window. Typing an incomplete entry will bring up all items that begin with those letters. For example, typing <hex:024804F201F403><hex:024904F201F503>Boarskin Cr<hex:0249020103><hex:0248020103> will display both Boarskin Crakows and Boarskin Crakows of Gathering.",,
812,"If you would rather list all items that fall under a certain category, start by specifying search conditions from <hex:024804F201F403><hex:024904F201F503>Main Arm<hex:0249020103><hex:0248020103>, <hex:024804F201F403><hex:024904F201F503>Armor<hex:0249020103><hex:0248020103>, or <hex:024804F201F403><hex:024904F201F503>Items<hex:0249020103><hex:0248020103> located under <hex:024804F201F403><hex:024904F201F503>Category Search<hex:0249020103><hex:0248020103>. For example, if you wanted to view all footwear equippable by level 35 archers, you would first click on the <hex:024804F201F403><hex:024904F201F503>Feet<hex:0249020103><hex:0248020103> icon under Armor, set the level indicator to <hex:024804F201F403><hex:024904F201F503>35<hex:0249020103><hex:0248020103>, and then finally click the <hex:024804F201F403><hex:024904F201F503>Search <hex:0249020103><hex:0248020103> button.",,
813,"If there are any matches to your search, they will be displayed in the window to the right. The number to the right of the name indicates how many of the item are available for purchase.",,
814,,,
815,,,
816,,,
817,,,
818,,,
819,,,
820,"If an item in the search list is available for purchase, you can select the icon to bring up a second list indicating the item's selling prices, ordered from lowest to highest.",,
821,Select the item you wish to buy to display a final prompt from which you can confirm or cancel the transaction.<hex:02100103><hex:02100103>Please note that you will be charged a transaction fee when completing a purchase.,,
822,,,
823,,,
824,,,
825,,,
826,,,
827,,,
828,,,
829,,,
830,"If you have a <hex:024804F201F403><hex:024904F201F503>retainer<hex:0249020103><hex:0248020103> in your employ, you can have them place items up for sale in the markets. A <hex:024804F201F403><hex:024904F201F503>5%<hex:0249020103><hex:0248020103> tax is charged to every sale.",,
831,"To put an item up for sale, you must first entrust it to your retainer. Next, select the item from their inventory and decide upon a selling price. The number listed in the list represents the buying price offered by NPCs.",,
832,"Items that are <hex:024804F201F403><hex:024904F201F503>untradable<hex:0249020103><hex:0248020103> or <hex:024804F201F403><hex:024904F201F503>bound<hex:0249020103><hex:0248020103> to you cannot be sold to other players, therefore you will be unable to move them from your retainer's inventory to the Market window.",,
833,,,
834,,,
835,,,
836,,,
837,,,
838,,,
839,,,
840,"<hex:024804F201F403><hex:024904F201F503>Summoning bells<hex:0249020103><hex:0248020103> are used to call forth any retainers you have in your employ. Retainers are helpful NPCs who can be hired by players to maintain items and gil, as well as place goods up for sale in the markets.",,
841,"Once you have been given approval to hire retainers, speak with <hex:024804F201F403><hex:024904F201F503>Frydwyb<hex:0249020103><hex:0248020103> in Limsa Lominsa, <hex:024804F201F403><hex:024904F201F503>Parnell<hex:0249020103><hex:0248020103> in Gridania, <hex:024804F201F403><hex:024904F201F503>Chachabi<hex:0249020103><hex:0248020103> in Ul'dah, <hex:024804F201F403><hex:024904F201F503>Prunilla<hex:0249020103><hex:0248020103> in Ishgard, or <hex:024804F201F403><hex:024904F201F503>Kazashi<hex:0249020103><hex:0248020103> in Kugane.",,
842,,,
843,,,
844,,,
845,,,
846,,,
847,,,
848,,,
849,,,
850,"<hex:024804F201F403><hex:024904F201F503>Retainers<hex:0249020103><hex:0248020103> are helpful NPCs who can be hired by players to carry out such tasks as storing excess gil and gear, or selling unwanted items on the markets. They may also be sent afield on <hex:024804F201F403><hex:024904F201F503>ventures<hex:0249020103><hex:0248020103>.",,
851,"A contract of service can be drafted by <hex:024804F201F403><hex:024904F201F503>Frydwyb<hex:0249020103><hex:0248020103> in Limsa Lominsa, <hex:024804F201F403><hex:024904F201F503>Parnell<hex:0249020103><hex:0248020103> in Gridania, <hex:024804F201F403><hex:024904F201F503>Chachabi<hex:0249020103><hex:0248020103> in Ul'dah, <hex:024804F201F403><hex:024904F201F503>Prunilla<hex:0249020103><hex:0248020103> in Ishgard, or <hex:024804F201F403><hex:024904F201F503>Kazashi<hex:0249020103><hex:0248020103> in Kugane.",,
852,,,
853,,,
854,,,
855,,,
856,,,
857,,,
858,,,
859,,,
860,"Once a retainer is summoned, you can entrust them with gil or items, as well as have them put entrusted items up for sale in the markets. Additionally, you can also send them afield on <hex:024804F201F403><hex:024904F201F503>ventures<hex:0249020103><hex:0248020103>.",,
